Iteration,Fitness,Chromosome
0,6.32,[8.94, -20.52, -1.01, -9.35, 9.59, -1.9, 20.15, 10.66, 17.6, -13.95]
1,6.32,[8.99, -20.47, -0.96, -9.3, 9.64, -1.85, 20.2, 10.71, 17.65, -13.9]
2,6.14,[-23.59, 6.26, 19.0, 2.76, -25.25, -12.6, -5.49, -15.31, -5.91, 6.53]
3,6.14,[-23.56, 6.29, 19.03, 2.79, -25.22, -12.57, -5.46, -15.28, -5.88, 6.56]
4,6.14,[-23.53, 6.32, 19.06, 2.82, -25.19, -12.54, -5.43, -15.25, -5.85, 6.59]
5,6.14,[-23.51, 6.34, 19.08, 2.84, -25.17, -12.52, -5.41, -15.23, -5.83, 6.61]
6,6.09,[-0.14, 19.38, 18.61, -20.52, 7.26, 4.1, 4.72, -2.3, -20.34, -4.3]
7,6.08,[-0.13, 19.39, 18.62, -20.51, 7.27, 4.11, 4.73, -2.29, -20.33, -4.29]
8,6.03,[5.99, 1.24, 9.0, 19.58, 5.64, -12.64, -17.91, -2.56, -26.02, -8.16]
9,6.03,[6.0, 1.25, 9.01, 19.59, 5.65, -12.63, -17.9, -2.55, -26.01, -8.15]
10,6.03,[6.01, 1.26, 9.02, 19.6, 5.66, -12.62, -17.89, -2.54, -26.0, -8.14]
11,6.03,[6.02, 1.27, 9.03, 19.61, 5.67, -12.61, -17.88, -2.53, -25.99, -8.13]
12,6.0,[0.73, 18.9, 20.23, -19.88, 5.85, 5.73, 5.45, -2.08, -21.23, -3.97]
13,5.82,[6.56, 1.11, 9.61, 19.07, 5.42, -12.98, -17.51, -1.61, -24.89, -8.05]
14,5.8,[6.91, 1.46, 9.96, 19.42, 5.77, -12.63, -17.16, -1.26, -24.54, -7.7]
15,5.8,[6.91, 1.46, 9.96, 19.42, 5.77, -12.63, -17.16, -1.26, -24.54, -7.7]
16,5.8,[6.91, 1.46, 9.96, 19.42, 5.77, -12.63, -17.16, -1.26, -24.54, -7.7]
17,5.75,[6.79, 1.5, 10.24, 19.32, 5.85, -12.64, -17.25, -1.45, -24.7, -7.55]
18,5.75,[6.79, 1.5, 10.24, 19.32, 5.85, -12.64, -17.25, -1.45, -24.7, -7.55]
19,5.75,[6.79, 1.5, 10.24, 19.32, 5.85, -12.64, -17.25, -1.45, -24.7, -7.55]
20,5.7,[7.33, -24.7, -0.81, -7.22, 5.12, 0.39, 18.55, 6.66, 16.54, -16.63]
21,5.7,[7.33, -24.7, -0.81, -7.22, 5.12, 0.39, 18.55, 6.66, 16.54, -16.63]
22,5.7,[7.33, -24.7, -0.81, -7.22, 5.12, 0.39, 18.55, 6.66, 16.54, -16.63]
23,5.7,[7.33, -24.7, -0.81, -7.22, 5.12, 0.39, 18.55, 6.66, 16.54, -16.63]
24,5.7,[7.33, -24.7, -0.81, -7.22, 5.12, 0.39, 18.55, 6.66, 16.54, -16.63]
25,5.69,[6.96, -5.41, 1.39, -5.79, 7.64, -7.9, -19.44, -8.19, -30.47, -1.2]
26,5.69,[6.96, -5.41, 1.39, -5.79, 7.64, -7.9, -19.44, -8.19, -30.47, -1.2]
27,5.69,[6.96, -5.41, 1.39, -5.79, 7.64, -7.9, -19.44, -8.19, -30.47, -1.2]
28,5.69,[6.96, -5.41, 1.39, -5.79, 7.64, -7.9, -19.44, -8.19, -30.47, -1.2]
29,5.4,[6.41, -25.27, -0.86, -7.03, 6.24, -1.72, 17.97, 6.2, 15.38, -13.51]
30,5.4,[6.41, -25.27, -0.86, -7.03, 6.24, -1.72, 17.97, 6.2, 15.38, -13.51]
31,5.4,[6.41, -25.27, -0.86, -7.03, 6.24, -1.72, 17.97, 6.2, 15.38, -13.51]
32,5.4,[6.41, -25.27, -0.86, -7.03, 6.24, -1.72, 17.97, 6.2, 15.38, -13.51]
33,5.3,[6.44, -24.97, -0.62, -6.95, 6.55, -1.4, 17.84, 6.51, 15.69, -13.28]
34,5.19,[6.81, -24.6, -0.25, -6.58, 6.92, -1.03, 18.21, 6.88, 16.06, -12.91]
35,5.19,[6.81, -24.6, -0.25, -6.58, 6.92, -1.03, 18.21, 6.88, 16.06, -12.91]
36,5.19,[6.81, -24.6, -0.25, -6.58, 6.92, -1.03, 18.21, 6.88, 16.06, -12.91]
37,5.19,[6.81, -24.6, -0.25, -6.58, 6.92, -1.03, 18.21, 6.88, 16.06, -12.91]
38,5.19,[6.81, -24.6, -0.25, -6.58, 6.92, -1.03, 18.21, 6.88, 16.06, -12.91]
39,5.19,[6.81, -24.6, -0.25, -6.58, 6.92, -1.03, 18.21, 6.88, 16.06, -12.91]
40,5.18,[6.53, -24.62, -0.48, -6.9, 6.76, -1.05, 18.18, 6.64, 15.62, -13.0]
41,5.17,[6.55, -24.6, -0.46, -6.88, 6.78, -1.03, 18.2, 6.66, 15.64, -12.98]
42,5.17,[6.55, -24.6, -0.46, -6.88, 6.78, -1.03, 18.2, 6.66, 15.64, -12.98]
43,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
44,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
45,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
46,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
47,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
48,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
49,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
50,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
51,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
52,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
53,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
54,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
55,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
56,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
57,5.16,[6.56, -24.59, -0.44, -6.86, 6.79, -1.01, 18.21, 6.67, 15.65, -12.96]
58,4.24,[6.56, -0.23, -2.33, -1.96, 10.15, -7.76, -14.6, -4.06, 1.56, -0.88]
59,4.13,[6.85, 0.06, -2.04, -1.67, 10.44, -7.47, -14.31, -3.77, 1.85, -0.59]
60,4.05,[7.08, 0.29, -1.81, -1.44, 10.67, -7.24, -14.08, -3.54, 2.08, -0.36]
61,3.98,[7.27, 0.48, -1.62, -1.25, 10.86, -7.05, -13.89, -3.35, 2.27, -0.17]
62,3.93,[7.42, 0.63, -1.47, -1.1, 11.01, -6.9, -13.74, -3.2, 2.42, -0.02]
63,3.9,[7.54, 0.75, -1.35, -0.98, 11.13, -6.78, -13.62, -3.08, 2.54, 0.1]
64,3.87,[7.64, 0.85, -1.25, -0.88, 11.23, -6.68, -13.52, -2.98, 2.64, 0.2]
65,3.85,[7.72, 0.93, -1.17, -0.8, 11.31, -6.6, -13.44, -2.9, 2.72, 0.28]
66,3.84,[7.78, 0.99, -1.11, -0.74, 11.37, -6.54, -13.38, -2.84, 2.78, 0.34]
67,3.84,[7.78, 0.99, -1.11, -0.74, 11.37, -6.54, -13.38, -2.84, 2.78, 0.34]
68,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
69,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
70,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
71,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
72,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
73,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
74,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
75,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
76,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
77,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
78,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
79,3.83,[7.8, 1.01, -1.09, -0.69, 11.44, -6.46, -13.35, -2.78, 2.87, 0.37]
80,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
81,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
82,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
83,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
84,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
85,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
86,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
87,3.82,[7.8, 1.0, -1.06, -0.68, 11.47, -6.46, -13.32, -2.76, 2.9, 0.36]
88,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
89,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
90,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
91,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
92,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
93,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
94,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
95,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
96,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
97,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
98,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
99,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
100,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
101,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
102,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
103,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
104,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
105,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
106,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
107,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
108,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
109,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
110,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
111,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
112,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
113,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
114,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
115,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
116,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
117,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
118,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
119,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
120,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
121,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
122,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
123,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
124,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
125,3.81,[7.8, 1.01, -1.05, -0.67, 11.48, -6.44, -13.31, -2.76, 2.9, 0.38]
